probe_image,probe_subject,match_image,match_subject,hamming_distance,best_shift,is_correct
bryanl5.bmp,2_left,philipl2.bmp,30_left,0.2041015625,7,False
bryanr1.bmp,2_right,bryanr3.bmp,2_right,0.177734375,2,True
bryanr2.bmp,2_right,bryanr3.bmp,2_right,0.1689453125,-1,True
bryanr3.bmp,2_right,bryanr2.bmp,2_right,0.1689453125,1,True
bryanr4.bmp,2_right,bryanr1.bmp,2_right,0.19287109375,-1,True
bryanr5.bmp,2_right,ongbll1.bmp,28_left,0.1845703125,-6,False
masl1.bmp,20_left,roslil5.bmp,31_left,0.17236328125,5,False
masl2.bmp,20_left,masl4.bmp,20_left,0.123046875,0,True
masl3.bmp,20_left,masl5.bmp,20_left,0.13916015625,-1,True
masl4.bmp,20_left,masl2.bmp,20_left,0.123046875,0,True
masl5.bmp,20_left,masl3.bmp,20_left,0.13916015625,1,True
masr1.bmp,20_right,roslil1.bmp,31_left,0.1572265625,-2,False
masr2.bmp,20_right,masr5.bmp,20_right,0.17041015625,0,True
masr3.bmp,20_right,tickr2.bmp,38_right,0.1787109375,-5,False
masr4.bmp,20_right,masr5.bmp,20_right,0.169921875,1,True
masr5.bmp,20_right,masr4.bmp,20_right,0.169921875,-1,True
mazwanl1.bmp,21_left,mazwanl5.bmp,21_left,0.177734375,-1,True
mazwanl2.bmp,21_left,mazwanl4.bmp,21_left,0.1572265625,0,True
mazwanl3.bmp,21_left,zulaikahr2.bmp,46_right,0.185546875,-6,False
mazwanl4.bmp,21_left,mazwanl2.bmp,21_left,0.1572265625,0,True
mazwanl5.bmp,21_left,mazwanl1.bmp,21_left,0.177734375,1,True
mazwanr1.bmp,21_right,mazwanr5.bmp,21_right,0.1640625,-2,True
mazwanr2.bmp,21_right,mazwanr5.bmp,21_right,0.16552734375,-2,True
mazwanr3.bmp,21_right,mazwanr1.bmp,21_right,0.17626953125,0,True
mazwanr4.bmp,21_right,mazwanr3.bmp,21_right,0.19091796875,4,True
mazwanr5.bmp,21_right,mazwanr1.bmp,21_right,0.1640625,2,True
mimil1.bmp,22_left,mimil2.bmp,22_left,0.10986328125,0,True
mimil2.bmp,22_left,mimil1.bmp,22_left,0.10986328125,0,True
mimil3.bmp,22_left,mimil4.bmp,22_left,0.146484375,1,True
mimil4.bmp,22_left,mimil3.bmp,22_left,0.146484375,-1,True
mimil5.bmp,22_left,mimir3.bmp,22_right,0.14013671875,-5,False
mimir1.bmp,22_right,mimir3.bmp,22_right,0.1337890625,1,True
mimir2.bmp,22_right,lpjl3.bmp,17_left,0.19482421875,-8,False
mimir3.bmp,22_right,mimir1.bmp,22_right,0.1337890625,-1,True
mimir4.bmp,22_right,mimir5.bmp,22_right,0.14111328125,0,True
mimir5.bmp,22_right,mimir4.bmp,22_right,0.14111328125,0,True
minglil1.bmp,23_left,minglil2.bmp,23_left,0.09912109375,-1,True
minglil2.bmp,23_left,minglil1.bmp,23_left,0.09912109375,1,True
minglil3.bmp,23_left,minglil2.bmp,23_left,0.13134765625,-1,True
minglil4.bmp,23_left,minglil5.bmp,23_left,0.15185546875,-1,True
minglil5.bmp,23_left,minglil4.bmp,23_left,0.15185546875,1,True
minglir1.bmp,23_right,minglir2.bmp,23_right,0.14453125,-1,True
minglir2.bmp,23_right,minglir3.bmp,23_right,0.14111328125,1,True
minglir3.bmp,23_right,minglir2.bmp,23_right,0.14111328125,-1,True
minglir4.bmp,23_right,minglir5.bmp,23_right,0.1767578125,-1,True
minglir5.bmp,23_right,minglir4.bmp,23_right,0.1767578125,-1,True
ngkokwhyl1.bmp,24_left,ngkokwhyl2.bmp,24_left,0.15869140625,-1,True
ngkokwhyl2.bmp,24_left,ngkokwhyl5.bmp,24_left,0.11376953125,-1,True
ngkokwhyl3.bmp,24_left,ngkokwhyl5.bmp,24_left,0.15380859375,0,True
ngkokwhyl4.bmp,24_left,ngkokwhyl5.bmp,24_left,0.19287109375,3,True
ngkokwhyl5.bmp,24_left,ngkokwhyl2.bmp,24_left,0.11376953125,1,True
ngkokwhyr1.bmp,24_right,chingycl2.bmp,3_left,0.19189453125,3,False
ngkokwhyr2.bmp,24_right,ngkokwhyr3.bmp,24_right,0.13427734375,-2,True
ngkokwhyr3.bmp,24_right,ngkokwhyr2.bmp,24_right,0.13427734375,2,True
ngkokwhyr4.bmp,24_right,ngkokwhyr2.bmp,24_right,0.134765625,1,True
ngkokwhyr5.bmp,24_right,ngkokwhyr2.bmp,24_right,0.138671875,1,True
nkll1.bmp,25_left,nkll2.bmp,25_left,0.15771484375,-1,True
nkll2.bmp,25_left,roslir5.bmp,31_right,0.15283203125,0,False
nkll3.bmp,25_left,nkll4.bmp,25_left,0.06787109375,0,True
nkll4.bmp,25_left,nkll3.bmp,25_left,0.06787109375,0,True
nkll5.bmp,25_left,nkll4.bmp,25_left,0.11181640625,0,True
nklr1.bmp,25_right,salar1.bmp,32_right,0.1787109375,4,False
nklr2.bmp,25_right,nklr3.bmp,25_right,0.15869140625,1,True
nklr3.bmp,25_right,nklr4.bmp,25_right,0.13623046875,0,True
nklr4.bmp,25_right,nklr5.bmp,25_right,0.12109375,0,True
nklr5.bmp,25_right,nklr4.bmp,25_right,0.12109375,0,True
norazal1.bmp,26_left,norazal5.bmp,26_left,0.1240234375,-1,True
norazal2.bmp,26_left,salal5.bmp,32_left,0.16259765625,-1,False
norazal3.bmp,26_left,norazal4.bmp,26_left,0.0751953125,0,True
norazal4.bmp,26_left,norazal3.bmp,26_left,0.0751953125,0,True
norazal5.bmp,26_left,norazal1.bmp,26_left,0.1240234375,1,True
norazar1.bmp,26_right,norazar2.bmp,26_right,0.1357421875,0,True
norazar2.bmp,26_right,norazar1.bmp,26_right,0.1357421875,0,True
norazar3.bmp,26_right,norazar4.bmp,26_right,0.10546875,0,True
norazar4.bmp,26_right,norazar3.bmp,26_right,0.10546875,0,True
norazar5.bmp,26_right,norazar4.bmp,26_right,0.15576171875,-1,True
norsuhaidahl1.bmp,27_left,norsuhaidahl3.bmp,27_left,0.15283203125,0,True
norsuhaidahl2.bmp,27_left,norsuhaidahl4.bmp,27_left,0.16064453125,0,True
norsuhaidahl3.bmp,27_left,norsuhaidahl1.bmp,27_left,0.15283203125,0,True
norsuhaidahl4.bmp,27_left,norsuhaidahl5.bmp,27_left,0.14306640625,0,True
norsuhaidahl5.bmp,27_left,norsuhaidahl4.bmp,27_left,0.14306640625,0,True
norsuhaidahr1.bmp,27_right,norsuhaidahr5.bmp,27_right,0.1552734375,0,True
norsuhaidahr2.bmp,27_right,norsuhaidahr5.bmp,27_right,0.15576171875,0,True
norsuhaidahr3.bmp,27_right,christiner1.bmp,6_right,0.17822265625,-7,False
norsuhaidahr4.bmp,27_right,lpjl2.bmp,17_left,0.18017578125,-8,False
norsuhaidahr5.bmp,27_right,norsuhaidahr1.bmp,27_right,0.1552734375,0,True
ongbll1.bmp,28_left,ongbll4.bmp,28_left,0.166015625,0,True
ongbll2.bmp,28_left,ongbll5.bmp,28_left,0.18017578125,0,True
ongbll3.bmp,28_left,ongbll4.bmp,28_left,0.11572265625,-1,True
ongbll4.bmp,28_left,ongbll3.bmp,28_left,0.11572265625,1,True
ongbll5.bmp,28_left,ongbll1.bmp,28_left,0.1728515625,1,True
ongblr1.bmp,28_right,ongblr2.bmp,28_right,0.1689453125,1,True
ongblr2.bmp,28_right,ongblr3.bmp,28_right,0.11767578125,0,True
ongblr3.bmp,28_right,ongblr2.bmp,28_right,0.11767578125,0,True
ongblr4.bmp,28_right,ongblr3.bmp,28_right,0.16455078125,2,True
ongblr5.bmp,28_right,ongblr3.bmp,28_right,0.15478515625,1,True
pcll1.bmp,29_left,roslil1.bmp,31_left,0.16259765625,-4,False
pcll2.bmp,29_left,pcll5.bmp,29_left,0.12890625,0,True
pcll3.bmp,29_left,chingycl2.bmp,3_left,0.14599609375,1,False
pcll4.bmp,29_left,masr1.bmp,20_right,0.16943359375,-3,False
pcll5.bmp,29_left,pcll2.bmp,29_left,0.12890625,0,True
pclr1.bmp,29_right,pclr2.bmp,29_right,0.10791015625,1,True
pclr2.bmp,29_right,pclr1.bmp,29_right,0.10791015625,-1,True
pclr3.bmp,29_right,pclr2.bmp,29_right,0.12109375,-1,True
pclr4.bmp,29_right,lpjr4.bmp,17_right,0.1728515625,-2,False
pclr5.bmp,29_right,pclr2.bmp,29_right,0.13427734375,0,True
chingycl1.bmp,3_left,chingycl4.bmp,3_left,0.15771484375,-2,True
chingycl2.bmp,3_left,lokel1.bmp,15_left,0.14208984375,-5,False
chingycl3.bmp,3_left,chingycl4.bmp,3_left,0.09375,0,True
chingycl4.bmp,3_left,chingycl3.bmp,3_left,0.09375,0,True
chingycl5.bmp,3_left,chingycl1.bmp,3_left,0.1708984375,1,True
chingycr1.bmp,3_right,chingycr2.bmp,3_right,0.162109375,0,True
chingycr2.bmp,3_right,chingycr3.bmp,3_right,0.12255859375,0,True
chingycr3.bmp,3_right,chingycr2.bmp,3_right,0.12255859375,0,True
chingycr4.bmp,3_right,chingycr2.bmp,3_right,0.1513671875,0,True
chingycr5.bmp,3_right,chingycr4.bmp,3_right,0.1904296875,-3,True
philipl1.bmp,30_left,philipl5.bmp,30_left,0.138671875,5,True
philipl2.bmp,30_left,philipl4.bmp,30_left,0.1376953125,-4,True
philipl3.bmp,30_left,philipl4.bmp,30_left,0.17431640625,8,True
philipl4.bmp,30_left,philipl2.bmp,30_left,0.1376953125,4,True
philipl5.bmp,30_left,philipl1.bmp,30_left,0.138671875,-5,True
philipr1.bmp,30_right,philipr5.bmp,30_right,0.17919921875,-1,True
philipr2.bmp,30_right,ngkokwhyl3.bmp,24_left,0.169921875,-6,False
philipr3.bmp,30_right,tickl2.bmp,38_left,0.16455078125,-4,False
philipr4.bmp,30_right,philipr3.bmp,30_right,0.17578125,0,True
philipr5.bmp,30_right,philipr1.bmp,30_right,0.17919921875,1,True
roslil1.bmp,31_left,roslil5.bmp,31_left,0.0830078125,-1,True
roslil2.bmp,31_left,roslil4.bmp,31_left,0.09814453125,-1,True
roslil3.bmp,31_left,roslil4.bmp,31_left,0.06201171875,0,True
roslil4.bmp,31_left,roslil3.bmp,31_left,0.06201171875,0,True
roslil5.bmp,31_left,roslil1.bmp,31_left,0.0830078125,1,True
roslir1.bmp,31_right,roslir5.bmp,31_right,0.16357421875,-2,True
roslir2.bmp,31_right,roslir3.bmp,31_right,0.16162109375,-2,True
roslir3.bmp,31_right,roslir4.bmp,31_right,0.1123046875,0,True
roslir4.bmp,31_right,roslir5.bmp,31_right,0.10986328125,0,True
roslir5.bmp,31_right,roslir4.bmp,31_right,0.10986328125,0,True
salal1.bmp,32_left,salal4.bmp,32_left,0.15625,-2,True
salal2.bmp,32_left,salal5.bmp,32_left,0.15966796875,-2,True
salal3.bmp,32_left,salal4.bmp,32_left,0.1650390625,4,True
salal4.bmp,32_left,salal1.bmp,32_left,0.15625,2,True
salal5.bmp,32_left,salal1.bmp,32_left,0.1572265625,1,True
salar1.bmp,32_right,salar4.bmp,32_right,0.1064453125,0,True
salar2.bmp,32_right,salar1.bmp,32_right,0.13232421875,1,True
salar3.bmp,32_right,salar5.bmp,32_right,0.12353515625,0,True
salar4.bmp,32_right,salar1.bmp,32_right,0.1064453125,0,True
salar5.bmp,32_right,salar3.bmp,32_right,0.12353515625,0,True
sarinal1.bmp,33_left,sarinal2.bmp,33_left,0.14501953125,0,True
sarinal2.bmp,33_left,sarinal4.bmp,33_left,0.11279296875,0,True
sarinal3.bmp,33_left,sarinal1.bmp,33_left,0.15283203125,1,True
sarinal4.bmp,33_left,sarinal2.bmp,33_left,0.11279296875,0,True
sarinal5.bmp,33_left,sarinal4.bmp,33_left,0.14404296875,0,True
sarinar1.bmp,33_right,liujwr4.bmp,14_right,0.1884765625,-7,False
sarinar2.bmp,33_right,sarinar5.bmp,33_right,0.09033203125,0,True
sarinar3.bmp,33_right,sarinar2.bmp,33_right,0.09228515625,0,True
sarinar4.bmp,33_right,sarinar2.bmp,33_right,0.14306640625,0,True
sarinar5.bmp,33_right,sarinar2.bmp,33_right,0.09033203125,0,True
sitil1.bmp,34_left,sitil2.bmp,34_left,0.1513671875,-2,True
sitil2.bmp,34_left,sitil1.bmp,34_left,0.1513671875,2,True
sitil3.bmp,34_left,sitil4.bmp,34_left,0.181640625,0,True
sitil4.bmp,34_left,sitil1.bmp,34_left,0.1728515625,-1,True
sitil5.bmp,34_left,norsuhaidahr4.bmp,27_right,0.18603515625,-4,False
sitir1.bmp,34_right,sitir4.bmp,34_right,0.1630859375,0,True
sitir2.bmp,34_right,sitir3.bmp,34_right,0.1875,2,True
sitir3.bmp,34_right,sitir5.bmp,34_right,0.140625,0,True
sitir4.bmp,34_right,sitir1.bmp,34_right,0.1630859375,0,True
sitir5.bmp,34_right,sitir3.bmp,34_right,0.140625,0,True
suzailil1.bmp,35_left,roslil5.bmp,31_left,0.1513671875,-1,False
suzailil2.bmp,35_left,suzailil4.bmp,35_left,0.125,0,True
suzailil3.bmp,35_left,suzailil2.bmp,35_left,0.17138671875,4,True
suzailil4.bmp,35_left,suzailil2.bmp,35_left,0.125,0,True
suzailil5.bmp,35_left,suzailil4.bmp,35_left,0.1689453125,4,True
suzailir1.bmp,35_right,mimil5.bmp,22_left,0.1572265625,-1,False
suzailir2.bmp,35_right,pcll1.bmp,29_left,0.16357421875,2,False
suzailir3.bmp,35_right,suzailir4.bmp,35_right,0.09423828125,0,True
suzailir4.bmp,35_right,suzailir3.bmp,35_right,0.09423828125,0,True
suzailir5.bmp,35_right,suzailir4.bmp,35_right,0.15869140625,0,True
tanwnl1.bmp,36_left,tanwnl2.bmp,36_left,0.14306640625,0,True
tanwnl2.bmp,36_left,tanwnl1.bmp,36_left,0.14306640625,0,True
tanwnl3.bmp,36_left,tanwnl1.bmp,36_left,0.1640625,1,True
tanwnl4.bmp,36_left,tanwnl5.bmp,36_left,0.16259765625,1,True
tanwnl5.bmp,36_left,tanwnl4.bmp,36_left,0.16259765625,-1,True
tanwnr1.bmp,36_right,tanwnr3.bmp,36_right,0.11279296875,0,True
tanwnr2.bmp,36_right,tanwnr1.bmp,36_right,0.130859375,0,True
tanwnr3.bmp,36_right,tanwnr1.bmp,36_right,0.11279296875,0,True
tanwnr4.bmp,36_right,tanwnr3.bmp,36_right,0.1484375,-1,True
tanwnr5.bmp,36_right,roslir1.bmp,31_right,0.18115234375,1,False
thomasl1.bmp,37_left,thomasl5.bmp,37_left,0.16748046875,4,True
thomasl2.bmp,37_left,thomasl4.bmp,37_left,0.1181640625,-1,True
thomasl3.bmp,37_left,thomasl5.bmp,37_left,0.17138671875,0,True
thomasl4.bmp,37_left,thomasl2.bmp,37_left,0.1181640625,1,True
thomasl5.bmp,37_left,thomasl2.bmp,37_left,0.16259765625,0,True
thomasr1.bmp,37_right,thomasr3.bmp,37_right,0.15283203125,0,True
thomasr2.bmp,37_right,thomasr3.bmp,37_right,0.1142578125,0,True
thomasr3.bmp,37_right,thomasr2.bmp,37_right,0.1142578125,0,True
thomasr4.bmp,37_right,thomasr5.bmp,37_right,0.11669921875,0,True
thomasr5.bmp,37_right,thomasr4.bmp,37_right,0.11669921875,0,True
tickl1.bmp,38_left,tickl3.bmp,38_left,0.099609375,1,True
tickl2.bmp,38_left,tickl3.bmp,38_left,0.10302734375,0,True
tickl3.bmp,38_left,tickl1.bmp,38_left,0.099609375,-1,True
tickl4.bmp,38_left,tickl3.bmp,38_left,0.1171875,0,True
tickl5.bmp,38_left,tickl4.bmp,38_left,0.17236328125,-1,True
tickr1.bmp,38_right,tickr5.bmp,38_right,0.16845703125,-1,True
tickr2.bmp,38_right,masr3.bmp,20_right,0.1787109375,5,False
tickr3.bmp,38_right,tickr5.bmp,38_right,0.16796875,2,True
tickr4.bmp,38_right,tickr5.bmp,38_right,0.1533203125,1,True
tickr5.bmp,38_right,tickr4.bmp,38_right,0.1533203125,-1,True
tingcyl1.bmp,39_left,tingcyl2.bmp,39_left,0.17041015625,-1,True
tingcyl2.bmp,39_left,tingcyl3.bmp,39_left,0.12158203125,0,True
tingcyl3.bmp,39_left,tingcyl2.bmp,39_left,0.12158203125,0,True
tingcyl4.bmp,39_left,tingcyl2.bmp,39_left,0.1435546875,0,True
tingcyl5.bmp,39_left,chualsr3.bmp,7_right,0.2001953125,2,False
tingcyr1.bmp,39_right,tingcyr2.bmp,39_right,0.15966796875,-1,True
tingcyr2.bmp,39_right,tingcyr4.bmp,39_right,0.15673828125,0,True
tingcyr3.bmp,39_right,tingcyr4.bmp,39_right,0.1806640625,-1,True
tingcyr4.bmp,39_right,tingcyr2.bmp,39_right,0.15673828125,0,True
tingcyr5.bmp,39_right,tickl3.bmp,38_left,0.1630859375,-1,False
tonghll1.bmp,40_left,tonghll2.bmp,40_left,0.111328125,0,True
tonghll2.bmp,40_left,tonghll1.bmp,40_left,0.111328125,0,True
tonghll3.bmp,40_left,tonghll5.bmp,40_left,0.130859375,0,True
tonghll4.bmp,40_left,tonghll5.bmp,40_left,0.107421875,0,True
tonghll5.bmp,40_left,tonghll4.bmp,40_left,0.107421875,0,True
tonghlr1.bmp,40_right,tonghlr2.bmp,40_right,0.17431640625,-2,True
tonghlr2.bmp,40_right,tonghlr4.bmp,40_right,0.1220703125,1,True
tonghlr3.bmp,40_right,vimalar1.bmp,41_right,0.1845703125,8,False
tonghlr4.bmp,40_right,tonghlr2.bmp,40_right,0.1220703125,-1,True
tonghlr5.bmp,40_right,tonghlr4.bmp,40_right,0.18359375,-1,True
vimalal1.bmp,41_left,tingcyr5.bmp,39_right,0.17626953125,-5,False
vimalal2.bmp,41_left,tingcyr5.bmp,39_right,0.19287109375,6,False
vimalal3.bmp,41_left,vimalal5.bmp,41_left,0.10400390625,0,True
vimalal4.bmp,41_left,vimalal3.bmp,41_left,0.1064453125,0,True
vimalal5.bmp,41_left,vimalal3.bmp,41_left,0.10400390625,0,True
vimalar1.bmp,41_right,vimalar2.bmp,41_right,0.115234375,0,True
vimalar2.bmp,41_right,vimalar1.bmp,41_right,0.115234375,0,True
vimalar3.bmp,41_right,vimalar1.bmp,41_right,0.14404296875,3,True
vimalar4.bmp,41_right,vimalar1.bmp,41_right,0.17724609375,0,True
vimalar5.bmp,41_right,vimalar2.bmp,41_right,0.16162109375,0,True
weecml1.bmp,42_left,loker1.bmp,15_right,0.18359375,-2,False
weecml2.bmp,42_left,weecml5.bmp,42_left,0.1240234375,0,True
weecml3.bmp,42_left,weecml5.bmp,42_left,0.1513671875,0,True
weecml4.bmp,42_left,weecml1.bmp,42_left,0.18896484375,2,True
weecml5.bmp,42_left,weecml2.bmp,42_left,0.1240234375,0,True
weecmr1.bmp,42_right,weecmr5.bmp,42_right,0.1416015625,-1,True
weecmr2.bmp,42_right,weecmr3.bmp,42_right,0.1376953125,0,True
weecmr3.bmp,42_right,weecmr4.bmp,42_right,0.1298828125,0,True
weecmr4.bmp,42_right,weecmr3.bmp,42_right,0.1298828125,0,True
weecmr5.bmp,42_right,weecmr1.bmp,42_right,0.1416015625,1,True
